"measuredElementSuaFbs","timePointYears","geographicAreaM49","measuredItemFbsSua","Value","flagObservationStatus","flagMethod"
"5071","2015","426","S2542",243.848194,"I","s"
"664","2015","426","S2542",82.0991019189013,"I","s"
"674","2015","426","S2542",0,"I","s"
"684","2015","426","S2542",0,"I","s"
"5166","2015","426","S2542",0,"I","s"
"261","2015","426","S2542",63067.15062394,"I","s"
"271","2015","426","S2542",0,"I","s"
"281","2015","426","S2542",0,"I","s"
"5910","2015","426","S2543",0.0963,"I","s"
"5520","2015","426","S2543",0,"I","s"
"5141","2015","426","S2543",22640.167594,"I","s"
"5610","2015","426","S2543",22640.263894,"I","s"
"5071","2015","426","S2543",0,"I","s"
"664","2015","426","S2543",20.0349517375769,"I","s"
"674","2015","426","S2543",0.00000586578828418074,"I","s"
"684","2015","426","S2543",0,"I","s"
"5166","2015","426","S2543",0,"I","s"
"261","2015","426","S2543",15390.51328753,"I","s"
"271","2015","426","S2543",0.004506,"I","s"
"281","2015","426","S2543",0,"I","s"
"5910","2015","426","S2546",1.034,"I","s"
"5520","2015","426","S2546",1694.116051,"I","s"
"5141","2015","426","S2546",2663.722074,"I","s"
"5610","2015","426","S2546",467.13,"I","s"
"5016","2015","426","S2546",206.629389,"I","s"
"5510","2015","426","S2546",4382,"I","s"
"5525","2015","426","S2546",596.255898,"I","s"
"5071","2015","426","S2546",-312.627412,"I","s"
"664","2015","426","S2546",11.6510048615584,"I","s"
"674","2015","426","S2546",0.752460730642315,"I","s"
"684","2015","426","S2546",0.0520134145605287,"I","s"
"5166","2015","426","S2546",0.000000000000909494701772928,"I","s"
"261","2015","426","S2546",8950.10616864,"I","s"
"271","2015","426","S2546",578.027690058,"I","s"
"281","2015","426","S2546",39.95583111,"I","s"
"5910","2015","426","S2547",0.304,"I","s"
"5520","2015","426","S2547",24.316321,"I","s"
"5141","2015","426","S2547",1310.587415,"I","s"
"5610","2015","426","S2547",1173.5532,"I","s"
"5016","2015","426","S2547",13.014539,"I","s"
"5510","2015","426","S2547",276,"I","s"
"5525","2015","426","S2547",34.879887,"I","s"
"5071","2015","426","S2547",66.451038,"I","s"
"664","2015","426","S2547",5.78363514238412,"I","s"
"674","2015","426","S2547",0.380457414970991,"I","s"
"684","2015","426","S2547",0.018766957689152,"I","s"
"5166","2015","426","S2547",0,"I","s"
"261","2015","426","S2547",4442.89133685,"I","s"
"271","2015","426","S2547",292.260993545,"I","s"
"281","2015","426","S2547",14.416461565,"I","s"
"5910","2015","426","S2549",0.452,"I","s"
"5520","2015","426","S2549",7.585349,"I","s"
"5141","2015","426","S2549",76.864311,"I","s"
"5610","2015","426","S2549",84.87466,"I","s"
"664","2015","426","S2549",0.353729607344087,"I","s"
"674","2015","426","S2549",0.0205892992667286,"I","s"
"684","2015","426","S2549",0.00394433066078616,"I","s"
"5166","2015","426","S2549",-0.0269999999999868,"I","s"
"261","2015","426","S2549",271.72914082,"I","s"
"271","2015","426","S2549",15.816353745,"I","s"
"281","2015","426","S2549",3.029968539,"I","s"
"5141","2015","426","S2551",45.80788,"I","s"
"5610","2015","426","S2551",45.80788,"I","s"
"5071","2015","426","S2551",0,"I","s"
"664","2015","426","S2551",0.27049411973112,"I","s"
"674","2015","426","S2551",0.00705479317646752,"I","s"
"684","2015","426","S2551",0.0246055538854714,"I","s"
"5166","2015","426","S2551",0,"I","s"
"261","2015","426","S2551",207.7890378,"I","s"
"271","2015","426","S2551",5.41937358,"I","s"
"281","2015","426","S2551",18.90157306,"I","s"
"5910","2015","426","S2555",0.0012,"I","s"
"5520","2015","426","S2555",8.064151,"I","s"
"5141","2015","426","S2555",130.749237,"I","s"
"5610","2015","426","S2555",138.814588,"I","s"
"664","2015","426","S2555",0.212849518815465,"I","s"
"674","2015","426","S2555",0.023052587088121,"I","s"
"684","2015","426","S2555",0.00822325023582672,"I","s"
"5166","2015","426","S2555",0,"I","s"
"261","2015","426","S2555",163.50742395,"I","s"
"271","2015","426","S2555",17.70861006,"I","s"
"281","2015","426","S2555",6.31696266,"I","s"
"5910","2015","426","S2556",1.23636,"I","s"
"5141","2015","426","S2556",445.849301,"I","s"
"5610","2015","426","S2556",447.085661,"I","s"
"664","2015","426","S2556",3.36628808624781,"I","s"
"674","2015","426","S2556",0.155545725364554,"I","s"
"684","2015","426","S2556",0.285554092833435,"I","s"
"5166","2015","426","S2556",0,"I","s"
"261","2015","426","S2556",2585.9259458,"I","s"
"271","2015","426","S2556",119.487612668,"I","s"
"281","2015","426","S2556",219.357856092,"I","s"
"5520","2015","426","S2557",0.580354,"I","s"
"5141","2015","426","S2557",1.993486,"I","s"
"5610","2015","426","S2557",2.57384,"I","s"
"664","2015","426","S2557",0.00799280288866251,"I","s"
"674","2015","426","S2557",0.000319193102371912,"I","s"
"684","2015","426","S2557",0.000695477653948556,"I","s"
"5166","2015","426","S2557",0,"I","s"
"261","2015","426","S2557",6.13993688,"I","s"
"271","2015","426","S2557",0.245198778,"I","s"
"281","2015","426","S2557",0.534254248,"I","s"
"5910","2015","426","S2558",5.522,"I","s"
"5520","2015","426","S2558",0.096897,"I","s"
"5141","2015","426","S2558",557.320108,"I","s"
"5610","2015","426","S2558",562.939005,"I","s"
"664","2015","426","S2558",3.40266413373354,"I","s"
"674","2015","426","S2558",0.191516644210381,"I","s"
"684","2015","426","S2558",0.263360466565008,"I","s"
"5166","2015","426","S2558",-0.000000000000113686837721616,"I","s"
"261","2015","426","S2558",2613.86941427,"I","s"
"271","2015","426","S2558",147.119868124,"I","s"
"281","2015","426","S2558",202.309085301,"I","s"
"5141","2015","426","S2559",0.87,"I","s"
"5610","2015","426","S2559",0.87,"I","s"
"664","2015","426","S2559",0.00286533213322464,"I","s"
"674","2015","426","S2559",0.000195929825710618,"I","s"
"684","2015","426","S2559",0.000202725079781506,"I","s"
"5166","2015","426","S2559",0,"I","s"
"261","2015","426","S2559",2.2011,"I","s"
"271","2015","426","S2559",0.15051,"I","s"
"281","2015","426","S2559",0.15573,"I","s"
"5910","2015","426","S2560",0.193,"I","s"
"5520","2015","426","S2560",3.506831,"I","s"
"5141","2015","426","S2560",54.27433,"I","s"
"5610","2015","426","S2560",57.974161,"I","s"
"664","2015","426","S2560",0.395353193025287,"I","s"
"674","2015","426","S2560",0.00409990126346131,"I","s"
"684","2015","426","S2560",0.038550059787008,"I","s"
"5166","2015","426","S2560",0.000000000000007105427357601,"I","s"
"261","2015","426","S2560",303.70367996,"I","s"
"271","2015","426","S2560",3.149475262,"I","s"
"281","2015","426","S2560",29.613508191,"I","s"
"5520","2015","426","S2561",0.066209,"I","s"
"5141","2015","426","S2561",0.207791,"I","s"
"5610","2015","426","S2561",0.274,"I","s"
"664","2015","426","S2561",0.00154994594241955,"I","s"
"674","2015","426","S2561",0.0000478779113103421,"I","s"
"684","2015","426","S2561",0.000134436847012656,"I","s"
"5166","2015","426","S2561",0,"I","s"
"261","2015","426","S2561",1.19064243,"I","s"
"271","2015","426","S2561",0.036779007,"I","s"
"281","2015","426","S2561",0.103272127,"I","s"
"5141","2015","426","S2563",8.03778,"I","s"
"5610","2015","426","S2563",15.04838,"I","s"
"664","2015","426","S2563",0.0114050661723827,"I","s"
"674","2015","426","S2563",0.000115096998069917,"I","s"
"684","2015","426","S2563",0.00116143334416007,"I","s"
"5166","2015","426","S2563",7.0106,"I","s"
"261","2015","426","S2563",8.7611802,"I","s"
"271","2015","426","S2563",0.08841558,"I","s"
"281","2015","426","S2563",0.89219358,"I","s"
"5910","2015","426","S2570",98,"I","s"
"5520","2015","426","S2570",135.474563,"I","s"
"5141","2015","426","S2570",0.111297,"I","s"
"5023","2015","426","S2570",1702,"I","s"
"5610","2015","426","S2570",1935.58586,"I","s"
"5071","2015","426","S2570",0,"I","s"
"664","2015","426","S2570",0.000653114337351801,"I","s"
"674","2015","426","S2570",0.0000262186156447401,"I","s"
"684","2015","426","S2570",0.0000491905578291433,"I","s"
"5166","2015","426","S2570",0,"I","s"
"261","2015","426","S2570",0.50171146,"I","s"
"271","2015","426","S2570",0.0201407,"I","s"
"281","2015","426","S2570",0.03778736,"I","s"
"5141","2015","426","S2571",2756.790227,"I","s"
"5610","2015","426","S2571",2756.790227,"I","s"
"664","2015","426","S2571",31.7242367263312,"I","s"
"674","2015","426","S2571",0,"I","s"
"684","2015","426","S2571",3.58871456180217,"I","s"
"5166","2015","426","S2571",0,"I","s"
"261","2015","426","S2571",24370.02560668,"I","s"
"271","2015","426","S2571",0,"I","s"
"281","2015","426","S2571",2756.790227,"I","s"
"5141","2015","426","S2572",3.44408,"I","s"
"5610","2015","426","S2572",3.44408,"I","s"
"664","2015","426","S2572",0.0396333417589494,"I","s"
"674","2015","426","S2572",0,"I","s"
"684","2015","426","S2572",0.00448340970123862,"I","s"
"5166","2015","426","S2572",0,"I","s"
"261","2015","426","S2572",30.4456672,"I","s"
"271","2015","426","S2572",0,"I","s"
"281","2015","426","S2572",3.44408,"I","s"
"5910","2015","426","S2573",3.6,"I","s"
"5141","2015","426","S2573",4017.250867,"I","s"
"5610","2015","426","S2573",4020.850867,"I","s"
"5071","2015","426","S2573",0,"I","s"
"664","2015","426","S2573",46.2292038928383,"I","s"
"674","2015","426","S2573",0,"I","s"
"684","2015","426","S2573",5.22954795167855,"I","s"
"5166","2015","426","S2573",0,"I","s"
"261","2015","426","S2573",35512.49766428,"I","s"
"271","2015","426","S2573",0,"I","s"
"281","2015","426","S2573",4017.250867,"I","s"
"5910","2015","426","S2574",4.48,"I","s"
"5141","2015","426","S2574",249.63552,"I","s"
"5610","2015","426","S2574",254.11552,"I","s"
"664","2015","426","S2574",2.87272359507707,"I","s"
"674","2015","426","S2574",0,"I","s"
"684","2015","426","S2574",0.324968732474782,"I","s"
"5166","2015","426","S2574",0,"I","s"
"261","2015","426","S2574",2206.7779968,"I","s"
"271","2015","426","S2574",0,"I","s"
"281","2015","426","S2574",249.63552,"I","s"
"5141","2015","426","S2575",2866.302178,"I","s"
"5610","2015","426","S2575",2866.302178,"I","s"
"664","2015","426","S2575",32.9844642996373,"I","s"
"674","2015","426","S2575",0,"I","s"
"684","2015","426","S2575",3.73127424204042,"I","s"
"5166","2015","426","S2575",0,"I","s"
"261","2015","426","S2575",25338.11125352,"I","s"
"271","2015","426","S2575",0,"I","s"
"281","2015","426","S2575",2866.302178,"I","s"
"5910","2015","426","S2577",4,"I","s"
"5141","2015","426","S2577",94.901381,"I","s"
"5610","2015","426","S2577",98.901381,"I","s"
"664","2015","426","S2577",1.09209393120057,"I","s"
"674","2015","426","S2577",0,"I","s"
"684","2015","426","S2577",0.123540037466128,"I","s"
"5166","2015","426","S2577",0,"I","s"
"261","2015","426","S2577",838.92820804,"I","s"
"271","2015","426","S2577",0,"I","s"
"281","2015","426","S2577",94.901381,"I","s"
"5141","2015","426","S2578",0.228,"I","s"
"5610","2015","426","S2578",0.228,"I","s"
"664","2015","426","S2578",0.00262374913504926,"I","s"
"674","2015","426","S2578",0,"I","s"
"684","2015","426","S2578",0.000296804200797428,"I","s"
"5166","2015","426","S2578",0,"I","s"
"261","2015","426","S2578",2.01552,"I","s"
"271","2015","426","S2578",0,"I","s"
"281","2015","426","S2578",0.228,"I","s"
"5141","2015","426","S2579",0.50366,"I","s"
"5610","2015","426","S2579",0.50366,"I","s"
"664","2015","426","S2579",0.00579595390069697,"I","s"
"674","2015","426","S2579",0,"I","s"
"684","2015","426","S2579",0.000655650893744002,"I","s"
"5166","2015","426","S2579",0,"I","s"
"261","2015","426","S2579",4.4523544,"I","s"
"271","2015","426","S2579",0,"I","s"
"281","2015","426","S2579",0.50366,"I","s"
"5910","2015","426","S2580",6.1,"I","s"
"5141","2015","426","S2580",24.42866,"I","s"
"5610","2015","426","S2580",24.46642,"I","s"
"664","2015","426","S2580",0.281116998006195,"I","s"
"674","2015","426","S2580",0,"I","s"
"684","2015","426","S2580",0.0318005653853162,"I","s"
"5166","2015","426","S2580",-6.06224,"I","s"
"261","2015","426","S2580",215.9493544,"I","s"
"271","2015","426","S2580",0,"I","s"
"281","2015","426","S2580",24.42866,"I","s"
"5141","2015","426","S2582",0.5,"I","s"
"5610","2015","426","S2582",0.5,"I","s"
"664","2015","426","S2582",0.00575383582247645,"I","s"
"674","2015","426","S2582",0,"I","s"
"684","2015","426","S2582",0.000650886405257517,"I","s"
"5166","2015","426","S2582",0,"I","s"
"261","2015","426","S2582",4.42,"I","s"
"271","2015","426","S2582",0,"I","s"
"281","2015","426","S2582",0.5,"I","s"
"5910","2015","426","S2586",0,"I","s"
"5141","2015","426","S2586",1491.863543,"I","s"
"5610","2015","426","S2586",948.679063,"I","s"
"5510","2015","426","S2586",646.76,"I","s"
"5071","2015","426","S2586",47.57552,"I","s"
"664","2015","426","S2586",15.3025054395049,"I","s"
"674","2015","426","S2586",0.00606789871370494,"I","s"
"684","2015","426","S2586",1.72580282304339,"I","s"
"5166","2015","426","S2586",56,"I","s"
"261","2015","426","S2586",11755.12755828,"I","s"
"271","2015","426","S2586",4.661257836,"I","s"
"281","2015","426","S2586",1325.73273086,"I","s"
"5141","2015","426","S2601",2253.21046,"I","s"
"5610","2015","426","S2601",2253.21046,"I","s"
"664","2015","426","S2601",0.511892190143875,"I","s"
"674","2015","426","S2601",0.0240610091448922,"I","s"
"684","2015","426","S2601",0.00599986583278528,"I","s"
"5166","2015","426","S2601",0,"I","s"
"261","2015","426","S2601",393.2269794,"I","s"
"271","2015","426","S2601",18.48326294,"I","s"
"281","2015","426","S2601",4.60899612,"I","s"
"5141","2015","426","S2602",2,"I","s"
"5610","2015","426","S2602",2,"I","s"
"664","2015","426","S2602",0.000807099142519321,"I","s"
"674","2015","426","S2602",0.0000286390018313307,"I","s"
"684","2015","426","S2602",0.00000520709124206013,"I","s"
"5166","2015","426","S2602",0,"I","s"
"261","2015","426","S2602",0.62,"I","s"
"271","2015","426","S2602",0.022,"I","s"
"281","2015","426","S2602",0.004,"I","s"
"5910","2015","426","S2605",39.41445,"I","s"
"5141","2015","426","S2605",46776.52458375,"I","s"
"5610","2015","426","S2605",17550.98785475,"I","s"
"5016","2015","426","S2605",2674.627249,"I","s"
"5510","2015","426","S2605",31936.412141,"I","s"
"5071","2015","426","S2605",-0.0125,"I","s"
"664","2015","426","S2605",14.9230563902304,"I","s"
"674","2015","426","S2605",0.855792336371689,"I","s"
"684","2015","426","S2605",0.124061263933074,"I","s"
"5166","2015","426","S2605",-3.15378699998837,"I","s"
"261","2015","426","S2605",11463.64117432,"I","s"
"271","2015","426","S2605",657.40529335,"I","s"
"281","2015","426","S2605",95.301778414,"I","s"
"5910","2015","426","S2611",10.086,"I","s"
"5141","2015","426","S2611",3878.705772,"I","s"
"5610","2015","426","S2611",3888.791772,"I","s"
"664","2015","426","S2611",2.19506251556615,"I","s"
"674","2015","426","S2611",0.040355008443152,"I","s"
"684","2015","426","S2611",0.00538877937641952,"I","s"
"5166","2015","426","S2611",0,"I","s"
"261","2015","426","S2611",1686.21014192,"I","s"
"271","2015","426","S2611",31.000039421,"I","s"
"281","2015","426","S2611",4.139569772,"I","s"
"5141","2015","426","S2612",29.94204,"I","s"
"5610","2015","426","S2612",29.94204,"I","s"
"664","2015","426","S2612",0.0104521083331818,"I","s"
"674","2015","426","S2612",0.000311383847991546,"I","s"
"684","2015","426","S2612",0.000109874415731412,"I","s"
"5166","2015","426","S2612",0,"I","s"
"261","2015","426","S2612",8.029134,"I","s"
"271","2015","426","S2612",0.23919984,"I","s"
"281","2015","426","S2612",0.08440368,"I","s"
"5141","2015","426","S2613",196.979702,"I","s"
"5610","2015","426","S2613",196.979702,"I","s"
"664","2015","426","S2613",0.337877412269226,"I","s"
"674","2015","426","S2613",0.00464837683461568,"I","s"
"684","2015","426","S2613",0.00116785916812506,"I","s"
"5166","2015","426","S2613",0,"I","s"
"261","2015","426","S2613",259.55175092,"I","s"
"271","2015","426","S2613",3.57080498,"I","s"
"281","2015","426","S2613",0.89712979,"I","s"
"5141","2015","426","S2614",62.1234,"I","s"
"5610","2015","426","S2614",62.1234,"I","s"
"664","2015","426","S2614",0.0221843488056767,"I","s"
"674","2015","426","S2614",0.00040986707470909,"I","s"
"684","2015","426","S2614",0.000161741106033499,"I","s"
"5166","2015","426","S2614",0,"I","s"
"261","2015","426","S2614",17.041644,"I","s"
"271","2015","426","S2614",0.314853,"I","s"
"281","2015","426","S2614",0.1242468,"I","s"
"5910","2015","426","S2615",13.39744,"I","s"
"5141","2015","426","S2615",401.539603,"I","s"
"5610","2015","426","S2615",414.937043,"I","s"
"664","2015","426","S2615",0.31362800251824,"I","s"
"674","2015","426","S2615",0.00365899336271281,"I","s"
"684","2015","426","S2615",0.0015681400125912,"I","s"
"5166","2015","426","S2615",0,"I","s"
"261","2015","426","S2615",240.9237618,"I","s"
"271","2015","426","S2615",2.810777221,"I","s"
"281","2015","426","S2615",1.204618809,"I","s"
"5910","2015","426","S2616",2.28556,"I","s"
"5141","2015","426","S2616",1466.974167,"I","s"
"5610","2015","426","S2616",1469.259727,"I","s"
"664","2015","426","S2616",1.43225031324641,"I","s"
"674","2015","426","S2616",0.0152773366746283,"I","s"
"684","2015","426","S2616",0.00572900125298562,"I","s"
"5166","2015","426","S2616",0,"I","s"
"261","2015","426","S2616",1100.23062525,"I","s"
"271","2015","426","S2616",11.735793336,"I","s"
"281","2015","426","S2616",4.400922501,"I","s"
"5910","2015","426","S2617",0.56,"I","s"
"5141","2015","426","S2617",3887.005779,"I","s"
"5610","2015","426","S2617",3887.565779,"I","s"
"5071","2015","426","S2617",0,"I","s"
"664","2015","426","S2617",2.49525989500701,"I","s"
"674","2015","426","S2617",0.00528529062886721,"I","s"
"684","2015","426","S2617",0.0152362080739211,"I","s"
"5166","2015","426","S2617",0,"I","s"
"261","2015","426","S2617",1916.81672474,"I","s"
"271","2015","426","S2617",4.060071455,"I","s"
"281","2015","426","S2617",11.704199036,"I","s"
"5141","2015","426","S2618",34.99636,"I","s"
"5610","2015","426","S2618",34.99636,"I","s"
"664","2015","426","S2618",0.0790348885494856,"I","s"
"674","2015","426","S2618",0.000569854666731369,"I","s"
"684","2015","426","S2618",0.0000455573099149959,"I","s"
"5166","2015","426","S2618",0,"I","s"
"261","2015","426","S2618",60.7132734,"I","s"
"271","2015","426","S2618",0.43775278,"I","s"
"281","2015","426","S2618",0.03499636,"I","s"
"5910","2015","426","S2619",5.1308,"I","s"
"5141","2015","426","S2619",495.894636,"I","s"
"5610","2015","426","S2619",501.025436,"I","s"
"664","2015","426","S2619",1.00704576027908,"I","s"
"674","2015","426","S2619",0.00968313231037574,"I","s"
"684","2015","426","S2619",0.0025821686161002,"I","s"
"5166","2015","426","S2619",0,"I","s"
"261","2015","426","S2619",773.59563216,"I","s"
"271","2015","426","S2619",7.43841954,"I","s"
"281","2015","426","S2619",1.983578544,"I","s"
"5910","2015","426","S2620",3.77906976744186,"I","s"
"5141","2015","426","S2620",453.095527,"I","s"
"5610","2015","426","S2620",453.427503744186,"I","s"
"664","2015","426","S2620",0.351723398727424,"I","s"
"674","2015","426","S2620",0.00339454138737524,"I","s"
"684","2015","426","S2620",0.0019749861842038,"I","s"
"5166","2015","426","S2620",-3.44709302325583,"I","s"
"261","2015","426","S2620",270.18800507,"I","s"
"271","2015","426","S2620",2.607629657,"I","s"
"281","2015","426","S2620",1.517151202,"I","s"
"5910","2015","426","S2625",495.45636,"I","s"
"5141","2015","426","S2625",15556.385128,"I","s"
"5610","2015","426","S2625",2243.60286,"I","s"
"5016","2015","426","S2625",1237.394507,"I","s"
"5510","2015","426","S2625",14775.120892,"I","s"
"5071","2015","426","S2625",0,"I","s"
"664","2015","426","S2625",9.37480423035418,"I","s"
"674","2015","426","S2625",0.107433390995251,"I","s"
"684","2015","426","S2625",0.102825664614983,"I","s"
"5166","2015","426","S2625",-270.512242999997,"I","s"
"261","2015","426","S2625",7201.56708961,"I","s"
"271","2015","426","S2625",82.528525813,"I","s"
"281","2015","426","S2625",78.988947829,"I","s"
"5910","2015","426","S2630",28.50874,"I","s"
"5141","2015","426","S2630",264.6636,"I","s"
"5610","2015","426","S2630",287.36096,"I","s"
"664","2015","426","S2630",0.221290866232465,"I","s"
"674","2015","426","S2630",0.0260089604472246,"I","s"
"684","2015","426","S2630",0,"I","s"
"5166","2015","426","S2630",-5.81138000000004,"I","s"
"261","2015","426","S2630",169.9919252,"I","s"
"271","2015","426","S2630",19.9796464,"I","s"
"281","2015","426","S2630",0,"I","s"
"5910","2015","426","S2633",0.831536170212766,"I","s"
"5141","2015","426","S2633",42.8152508510638,"I","s"
"5610","2015","426","S2633",43.6467870212766,"I","s"
"5071","2015","426","S2633",0,"I","s"
"664","2015","426","S2633",1.01664008014182,"I","s"
"674","2015","426","S2633",0.0108940056815028,"I","s"
"684","2015","426","S2633",0.0923565481956536,"I","s"
"5166","2015","426","S2633",0.000000000000007105427357601,"I","s"
"261","2015","426","S2633",780.96582747,"I","s"
"271","2015","426","S2633",8.368592118,"I","s"
"281","2015","426","S2633",70.946748503,"I","s"
"5910","2015","426","S2635",0.3136,"I","s"
"5520","2015","426","S2635",54.60482,"I","s"
"5141","2015","426","S2635",386.908672,"I","s"
"5610","2015","426","S2635",441.827092,"I","s"
"5071","2015","426","S2635",0,"I","s"
"664","2015","426","S2635",0.201466875744832,"I","s"
"674","2015","426","S2635",0.0503667189362079,"I","s"
"684","2015","426","S2635",0,"I","s"
"5166","2015","426","S2635",0,"I","s"
"261","2015","426","S2635",154.7634688,"I","s"
"271","2015","426","S2635",38.6908672,"I","s"
"281","2015","426","S2635",0,"I","s"
"5910","2015","426","S2640",0.1,"I","s"
"5141","2015","426","S2640",56.57686,"I","s"
"5610","2015","426","S2640",56.67686,"I","s"
"664","2015","426","S2640",0.203274601824391,"I","s"
"674","2015","426","S2640",0.00788057333159777,"I","s"
"684","2015","426","S2640",0.00198855588741252,"I","s"
"5166","2015","426","S2640",-0.000000000000007105427357601,"I","s"
"261","2015","426","S2640",156.1521336,"I","s"
"271","2015","426","S2640",6.05372402,"I","s"
"281","2015","426","S2640",1.52757522,"I","s"
"5141","2015","426","S2641",2.2643,"I","s"
"5610","2015","426","S2641",2.2643,"I","s"
"664","2015","426","S2641",0.00937338127602043,"I","s"
"674","2015","426","S2641",0.000353712500981903,"I","s"
"684","2015","426","S2641",0.00050993552224891,"I","s"
"5166","2015","426","S2641",0,"I","s"
"261","2015","426","S2641",7.200474,"I","s"
"271","2015","426","S2641",0.271716,"I","s"
"281","2015","426","S2641",0.3917239,"I","s"
"5141","2015","426","S2642",0.05402,"I","s"
"5610","2015","426","S2642",0.05402,"I","s"
"664","2015","426","S2642",0.000227139308133591,"I","s"
"674","2015","426","S2642",0.00000421930603344133,"I","s"
"684","2015","426","S2642",0.0000141346752120284,"I","s"
"5166","2015","426","S2642",0,"I","s"
"261","2015","426","S2642",0.1744846,"I","s"
"271","2015","426","S2642",0.0032412,"I","s"
"281","2015","426","S2642",0.01085802,"I","s"
"5910","2015","426","S2645",24.94988,"I","s"
"5141","2015","426","S2645",1304.490028,"I","s"
"5610","2015","426","S2645",1388.756505,"I","s"
"5071","2015","426","S2645",59.472697,"I","s"
"664","2015","426","S2645",5.74028301375337,"I","s"
"674","2015","426","S2645",0.188125623435027,"I","s"
"684","2015","426","S2645",0.246324253304174,"I","s"
"5166","2015","426","S2645",-0.156099999999697,"I","s"
"261","2015","426","S2645",4409.58896006,"I","s"
"271","2015","426","S2645",144.514942942,"I","s"
"281","2015","426","S2645",189.222152525,"I","s"
"5910","2015","426","S2655",1.4545,"I","s"
"5141","2015","426","S2655",927.223791,"I","s"
"5610","2015","426","S2655",928.678291,"I","s"
"5071","2015","426","S2655",0,"I","s"
"664","2015","426","S2655",0.823997003501238,"I","s"
"674","2015","426","S2655",0.00000465709222961753,"I","s"
"684","2015","426","S2655",0,"I","s"
"5166","2015","426","S2655",-0.000000000000113686837721616,"I","s"
"261","2015","426","S2655",632.98065288,"I","s"
"271","2015","426","S2655",0.0035775,"I","s"
"281","2015","426","S2655",0,"I","s"
"5910","2015","426","S2656",149,"I","s"
"5141","2015","426","S2656",45585.184295,"I","s"
"5610","2015","426","S2656",1634.184295,"I","s"
"5510","2015","426","S2656",44100,"I","s"
"5071","2015","426","S2656",0,"I","s"
"664","2015","426","S2656",29.0773612039985,"I","s"
"674","2015","426","S2656",0.29670776738774,"I","s"
"684","2015","426","S2656",0,"I","s"
"5166","2015","426","S2656",0,"I","s"
"261","2015","426","S2656",22336.74030455,"I","s"
"271","2015","426","S2656",227.925921475,"I","s"
"281","2015","426","S2656",0,"I","s"
"5910","2015","426","S2657",0.348,"I","s"
"5141","2015","426","S2657",8288.034142,"I","s"
"5610","2015","426","S2657",3884.062142,"I","s"
"5510","2015","426","S2657",4404.32,"I","s"
"5071","2015","426","S2657",0,"I","s"
"664","2015","426","S2657",4.15354678040846,"I","s"
"674","2015","426","S2657",0.0337228335979062,"I","s"
"684","2015","426","S2657",0,"I","s"
"5166","2015","426","S2657",0,"I","s"
"261","2015","426","S2657",3190.68484674,"I","s"
"271","2015","426","S2657",25.905314142,"I","s"
"281","2015","426","S2657",0,"I","s"
"5910","2015","426","S2658",0.216,"I","s"
"5141","2015","426","S2658",1753.121133,"I","s"
"5610","2015","426","S2658",1753.337133,"I","s"
"5071","2015","426","S2658",0,"I","s"
"664","2015","426","S2658",6.73238800221219,"I","s"
"674","2015","426","S2658",0,"I","s"
"684","2015","426","S2658",0,"I","s"
"5166","2015","426","S2658",0,"I","s"
"261","2015","426","S2658",5171.70734235,"I","s"
"271","2015","426","S2658",0,"I","s"
"281","2015","426","S2658",0,"I","s"
"5610","2015","426","S2659",57.341,"I","s"
"5166","2015","426","S2659",57.341,"I","s"
"5910","2015","426","S2680",0.036,"I","s"
"5141","2015","426","S2680",40.14392,"I","s"
"5610","2015","426","S2680",40.17992,"I","s"
"664","2015","426","S2680",0.192310409913646,"I","s"
"674","2015","426","S2680",0.00794325606165058,"I","s"
"684","2015","426","S2680",0.00151548964334123,"I","s"
"5166","2015","426","S2680",0,"I","s"
"261","2015","426","S2680",147.7296256,"I","s"
"271","2015","426","S2680",6.10187584,"I","s"
"281","2015","426","S2680",1.16417368,"I","s"
"5910","2015","426","S2731",5.02,"I","s"
"5141","2015","426","S2731",5434.871545,"I","s"
"5610","2015","426","S2731",2933.891545,"I","s"
"5510","2015","426","S2731",2506,"I","s"
"5071","2015","426","S2731",0,"I","s"
"664","2015","426","S2731",12.7160135575993,"I","s"
"674","2015","426","S2731",1.13393347626039,"I","s"
"684","2015","426","S2731",0.875807902898058,"I","s"
"5166","2015","426","S2731",0,"I","s"
"261","2015","426","S2731",9768.22795413,"I","s"
"271","2015","426","S2731",871.068643546,"I","s"
"281","2015","426","S2731",672.780915244,"I","s"
"5910","2015","426","S2732",0.004,"I","s"
"5141","2015","426","S2732",1350.120299,"I","s"
"5610","2015","426","S2732",422.224299,"I","s"
"5510","2015","426","S2732",927.9,"I","s"
"5071","2015","426","S2732",0,"I","s"
"664","2015","426","S2732",2.54223025786762,"I","s"
"674","2015","426","S2732",0.253803318358835,"I","s"
"684","2015","426","S2732",0.161072881290143,"I","s"
"5166","2015","426","S2732",0,"I","s"
"261","2015","426","S2732",1952.89856827,"I","s"
"271","2015","426","S2732",194.967444633,"I","s"
"281","2015","426","S2732",123.73348098,"I","s"
"5141","2015","426","S2733",9213.173761,"I","s"
"5610","2015","426","S2733",7956.173761,"I","s"
"5510","2015","426","S2733",1257,"I","s"
"5071","2015","426","S2733",0,"I","s"
"664","2015","426","S2733",46.4544407563015,"I","s"
"674","2015","426","S2733",1.42059629484541,"I","s"
"684","2015","426","S2733",4.44283695025626,"I","s"
"5166","2015","426","S2733",0,"I","s"
"261","2015","426","S2733",35685.52083825,"I","s"
