"measuredElementSuaFbs","timePointYears","geographicAreaM49","measuredItemFbsSua","Value","flagObservationStatus","flagMethod"
"5610","2020","426","S2557",45.585,"I","s"
"664","2020","426","S2557",0.144838426272452,"I","s"
"674","2020","426","S2557",0.00578413195828297,"I","s"
"684","2020","426","S2557",0.0126028241042263,"I","s"
"5166","2020","426","S2557",0,"I","s"
"261","2020","426","S2557",118.19397436,"I","s"
"271","2020","426","S2557",4.720084041,"I","s"
"281","2020","426","S2557",10.284410756,"I","s"
"5910","2020","426","S2558",0.003,"I","s"
"5520","2020","426","S2558",0.573571,"I","s"
"5141","2020","426","S2558",72.146429,"I","s"
"5610","2020","426","S2558",72.723,"I","s"
"664","2020","426","S2558",0.416002987291658,"I","s"
"674","2020","426","S2558",0.0229528657806365,"I","s"
"684","2020","426","S2558",0.0324755006249401,"I","s"
"5166","2020","426","S2558",0,"I","s"
"261","2020","426","S2558",339.47514951,"I","s"
"271","2020","426","S2558",18.730460551,"I","s"
"281","2020","426","S2558",26.501313132,"I","s"
"5141","2020","426","S2559",0.025,"I","s"
"5610","2020","426","S2559",0.025,"I","s"
"664","2020","426","S2559",0.0000775084390836163,"I","s"
"674","2020","426","S2559",0.00000529998417449234,"I","s"
"684","2020","426","S2559",0.00000548379865453254,"I","s"
"5166","2020","426","S2559",0,"I","s"
"261","2020","426","S2559",0.06325,"I","s"
"271","2020","426","S2559",0.004325,"I","s"
"281","2020","426","S2559",0.004475,"I","s"
"5910","2020","426","S2560",0.068424,"I","s"
"5520","2020","426","S2560",5.328767,"I","s"
"5141","2020","426","S2560",36.499809,"I","s"
"5610","2020","426","S2560",41.897,"I","s"
"664","2020","426","S2560",0.136439300505148,"I","s"
"674","2020","426","S2560",0.00135181911647861,"I","s"
"684","2020","426","S2560",0.0131397808874415,"I","s"
"5166","2020","426","S2560",0,"I","s"
"261","2020","426","S2560",111.33995032,"I","s"
"271","2020","426","S2560",1.103138705,"I","s"
"281","2020","426","S2560",10.722589062,"I","s"
"5520","2020","426","S2561",0.257748,"I","s"
"5141","2020","426","S2561",1.317252,"I","s"
"5610","2020","426","S2561",1.575,"I","s"
"664","2020","426","S2561",0.00924936567384494,"I","s"
"674","2020","426","S2561",0.000285713389925053,"I","s"
"684","2020","426","S2561",0.00080225737171046,"I","s"
"5166","2020","426","S2561",-0.000000000000000222044604925031,"I","s"
"261","2020","426","S2561",7.54785396,"I","s"
"271","2020","426","S2561",0.233153604,"I","s"
"281","2020","426","S2561",0.654674244,"I","s"
"5520","2020","426","S2562",0,"I","s"
"5141","2020","426","S2562",0,"I","s"
"5610","2020","426","S2562",0,"I","s"
"664","2020","426","S2562",0.00500098639445352,"I","s"
"674","2020","426","S2562",0.0000710256822558573,"I","s"
"684","2020","426","S2562",0.000422262275329343,"I","s"
"5166","2020","426","S2562",0,"I","s"
"261","2020","426","S2562",4.0810058,"I","s"
"271","2020","426","S2562",0.05795981,"I","s"
"281","2020","426","S2562",0.34458298,"I","s"
"5141","2020","426","S2563",19.909,"I","s"
"5610","2020","426","S2563",20.779,"I","s"
"664","2020","426","S2563",0.026592820710674,"I","s"
"674","2020","426","S2563",0.00026836791542882,"I","s"
"684","2020","426","S2563",0.002708076237509,"I","s"
"5166","2020","426","S2563",0.870000000000001,"I","s"
"261","2020","426","S2563",21.70081,"I","s"
"271","2020","426","S2563",0.218999,"I","s"
"281","2020","426","S2563",2.209899,"I","s"
"5520","2020","426","S2570",1.051865,"I","s"
"5141","2020","426","S2570",45.595135,"I","s"
"5023","2020","426","S2570",1.92105263157895,"I","s"
"5610","2020","426","S2570",48.565227,"I","s"
"5071","2020","426","S2570",0,"I","s"
"664","2020","426","S2570",0.22348591349527,"I","s"
"674","2020","426","S2570",0.0101498952859456,"I","s"
"684","2020","426","S2570",0.0189350998182629,"I","s"
"5166","2020","426","S2570",0,"I","s"
"261","2020","426","S2570",182.3734834,"I","s"
"271","2020","426","S2570",8.2827223,"I","s"
"281","2020","426","S2570",15.451802122,"I","s"
"5141","2020","426","S2571",274.861,"I","s"
"5610","2020","426","S2571",274.861,"I","s"
"664","2020","426","S2571",2.97751424731483,"I","s"
"674","2020","426","S2571",0,"I","s"
"684","2020","426","S2571",0.336822878655524,"I","s"
"5166","2020","426","S2571",0,"I","s"
"261","2020","426","S2571",2429.77124,"I","s"
"271","2020","426","S2571",0,"I","s"
"281","2020","426","S2571",274.861,"I","s"
"5141","2020","426","S2572",2.749,"I","s"
"5610","2020","426","S2572",2.749,"I","s"
"664","2020","426","S2572",0.0297793672651575,"I","s"
"674","2020","426","S2572",0,"I","s"
"684","2020","426","S2572",0.00336870670420334,"I","s"
"5166","2020","426","S2572",0,"I","s"
"261","2020","426","S2572",24.30116,"I","s"
"271","2020","426","S2572",0,"I","s"
"281","2020","426","S2572",2.749,"I","s"
"5910","2020","426","S2573",5,"I","s"
"5141","2020","426","S2573",4556.605,"I","s"
"5610","2020","426","S2573",4561.605,"I","s"
"5071","2020","426","S2573",0,"I","s"
"664","2020","426","S2573",49.3607907520018,"I","s"
"674","2020","426","S2573",0,"I","s"
"684","2020","426","S2573",5.58379985882374,"I","s"
"5166","2020","426","S2573",0,"I","s"
"261","2020","426","S2573",40280.3882,"I","s"
"271","2020","426","S2573",0,"I","s"
"281","2020","426","S2573",4556.605,"I","s"
"5141","2020","426","S2574",15.205,"I","s"
"5610","2020","426","S2574",15.205,"I","s"
"664","2020","426","S2574",0.164712724360393,"I","s"
"674","2020","426","S2574",0,"I","s"
"684","2020","426","S2574",0.0186326611267413,"I","s"
"5166","2020","426","S2574",0,"I","s"
"261","2020","426","S2574",134.4122,"I","s"
"271","2020","426","S2574",0,"I","s"
"281","2020","426","S2574",15.205,"I","s"
"5910","2020","426","S2575",0.001,"I","s"
"5141","2020","426","S2575",203.864,"I","s"
"5610","2020","426","S2575",203.865,"I","s"
"664","2020","426","S2575",2.20841794403204,"I","s"
"674","2020","426","S2575",0,"I","s"
"684","2020","426","S2575",0.249821034392765,"I","s"
"5166","2020","426","S2575",0,"I","s"
"261","2020","426","S2575",1802.15776,"I","s"
"271","2020","426","S2575",0,"I","s"
"281","2020","426","S2575",203.864,"I","s"
"5141","2020","426","S2576",19.466,"I","s"
"5610","2020","426","S2576",19.466,"I","s"
"664","2020","426","S2576",0.210871285261388,"I","s"
"674","2020","426","S2576",0,"I","s"
"684","2020","426","S2576",0.0238542177897498,"I","s"
"5166","2020","426","S2576",0,"I","s"
"261","2020","426","S2576",172.07944,"I","s"
"271","2020","426","S2576",0,"I","s"
"281","2020","426","S2576",19.466,"I","s"
"5141","2020","426","S2577",642.584,"I","s"
"5610","2020","426","S2577",642.584,"I","s"
"664","2020","426","S2577",6.96098397043069,"I","s"
"674","2020","426","S2577",0,"I","s"
"684","2020","426","S2577",0.787441625614332,"I","s"
"5166","2020","426","S2577",0,"I","s"
"261","2020","426","S2577",5680.44256,"I","s"
"271","2020","426","S2577",0,"I","s"
"281","2020","426","S2577",642.584,"I","s"
"5141","2020","426","S2578",12.865,"I","s"
"5610","2020","426","S2578",12.865,"I","s"
"664","2020","426","S2578",0.13936397230493,"I","s"
"674","2020","426","S2578",0,"I","s"
"684","2020","426","S2578",0.0157651552381142,"I","s"
"5166","2020","426","S2578",0,"I","s"
"261","2020","426","S2578",113.7266,"I","s"
"271","2020","426","S2578",0,"I","s"
"281","2020","426","S2578",12.865,"I","s"
"5141","2020","426","S2579",50.962,"I","s"
"5610","2020","426","S2579",50.962,"I","s"
"664","2020","426","S2579",0.552061154807915,"I","s"
"674","2020","426","S2579",0,"I","s"
"684","2020","426","S2579",0.0624503568787234,"I","s"
"5166","2020","426","S2579",0,"I","s"
"261","2020","426","S2579",450.50408,"I","s"
"271","2020","426","S2579",0,"I","s"
"281","2020","426","S2579",50.962,"I","s"
"5141","2020","426","S2580",102.975,"I","s"
"5610","2020","426","S2580",102.975,"I","s"
"664","2020","426","S2580",1.11550758244074,"I","s"
"674","2020","426","S2580",0,"I","s"
"684","2020","426","S2580",0.126188640547595,"I","s"
"5166","2020","426","S2580",0,"I","s"
"261","2020","426","S2580",910.299,"I","s"
"271","2020","426","S2580",0,"I","s"
"281","2020","426","S2580",102.975,"I","s"
"5141","2020","426","S2582",2.587,"I","s"
"5610","2020","426","S2582",2.587,"I","s"
"664","2020","426","S2582",0.0280244536613178,"I","s"
"674","2020","426","S2582",0,"I","s"
"684","2020","426","S2582",0.00317018706575993,"I","s"
"5166","2020","426","S2582",0,"I","s"
"261","2020","426","S2582",22.86908,"I","s"
"271","2020","426","S2582",0,"I","s"
"281","2020","426","S2582",2.587,"I","s"
"5910","2020","426","S2586",26.564,"I","s"
"5141","2020","426","S2586",2022.606,"I","s"
"5610","2020","426","S2586",2032.2,"I","s"
"5510","2020","426","S2586",0.73,"I","s"
"5071","2020","426","S2586",0,"I","s"
"664","2020","426","S2586",18.0437728143831,"I","s"
"674","2020","426","S2586",0.0141497004548511,"I","s"
"684","2020","426","S2586",2.03059211524295,"I","s"
"5166","2020","426","S2586",-16.24,"I","s"
"261","2020","426","S2586",14724.44348,"I","s"
"271","2020","426","S2586",11.546724,"I","s"
"281","2020","426","S2586",1657.04474,"I","s"
"5910","2020","426","S2601",0.2,"I","s"
"5141","2020","426","S2601",3244.32,"I","s"
"5610","2020","426","S2601",3244.52,"I","s"
"664","2020","426","S2601",0.680020737582009,"I","s"
"674","2020","426","S2601",0.031992572032353,"I","s"
"684","2020","426","S2601",0.00799188228689807,"I","s"
"5166","2020","426","S2601",0,"I","s"
"261","2020","426","S2601",554.92424,"I","s"
"271","2020","426","S2601",26.107224,"I","s"
"281","2020","426","S2601",6.521697,"I","s"
"5141","2020","426","S2602",0,"I","s"
"664","2020","426","S2602",0,"I","s"
"674","2020","426","S2602",0,"I","s"
"684","2020","426","S2602",0,"I","s"
"5166","2020","426","S2602",0,"I","s"
"261","2020","426","S2602",0,"I","s"
"271","2020","426","S2602",0,"I","s"
"281","2020","426","S2602",0,"I","s"
"5910","2020","426","S2605",52.592,"I","s"
"5141","2020","426","S2605",48931.883826,"I","s"
"5610","2020","426","S2605",18589.19295,"I","s"
"5016","2020","426","S2605",2660.446953,"I","s"
"5510","2020","426","S2605",33055.735308,"I","s"
"5071","2020","426","S2605",0,"I","s"
"664","2020","426","S2605",14.9950128720164,"I","s"
"674","2020","426","S2605",0.882510840192736,"I","s"
"684","2020","426","S2605",0.13355319655173,"I","s"
"5166","2020","426","S2605",0.00547899999946821,"I","s"
"261","2020","426","S2605",12236.53289072,"I","s"
"271","2020","426","S2605",720.164298264,"I","s"
"281","2020","426","S2605",108.984773552,"I","s"
"5141","2020","426","S2611",1914.292,"I","s"
"5610","2020","426","S2611",1914.292,"I","s"
"664","2020","426","S2611",1.30085212195849,"I","s"
"674","2020","426","S2611",0.0229593390514117,"I","s"
"684","2020","426","S2611",0.00274207456373724,"I","s"
"5166","2020","426","S2611",0,"I","s"
"261","2020","426","S2611",1061.54759,"I","s"
"271","2020","426","S2611",18.735743,"I","s"
"281","2020","426","S2611",2.237643,"I","s"
"5141","2020","426","S2612",201.26,"I","s"
"5610","2020","426","S2612",201.26,"I","s"
"664","2020","426","S2612",0.03699450225289,"I","s"
"674","2020","426","S2612",0.0014797800901156,"I","s"
"684","2020","426","S2612",0.000493260030038533,"I","s"
"5166","2020","426","S2612",0,"I","s"
"261","2020","426","S2612",30.189,"I","s"
"271","2020","426","S2612",1.20756,"I","s"
"281","2020","426","S2612",0.40252,"I","s"
"5141","2020","426","S2613",35.57,"I","s"
"5610","2020","426","S2613",35.57,"I","s"
"664","2020","426","S2613",0.0364919534644601,"I","s"
"674","2020","426","S2613",0.000516767451175941,"I","s"
"684","2020","426","S2613",0.000134412500384593,"I","s"
"5166","2020","426","S2613",0,"I","s"
"261","2020","426","S2613",29.7789,"I","s"
"271","2020","426","S2613",0.421703,"I","s"
"281","2020","426","S2613",0.109686,"I","s"
"5910","2020","426","S2614",0.477,"I","s"
"5141","2020","426","S2614",265.71,"I","s"
"5610","2020","426","S2614",266.187,"I","s"
"664","2020","426","S2614",0.242313082938328,"I","s"
"674","2020","426","S2614",0.00348665555432567,"I","s"
"684","2020","426","S2614",0.000991686472396063,"I","s"
"5166","2020","426","S2614",0.000000000000056843418860808,"I","s"
"261","2020","426","S2614",197.73721,"I","s"
"271","2020","426","S2614",2.845251,"I","s"
"281","2020","426","S2614",0.809256,"I","s"
"5141","2020","426","S2615",1649.973,"I","s"
"5610","2020","426","S2615",1649.973,"I","s"
"664","2020","426","S2615",1.21315571630145,"I","s"
"674","2020","426","S2615",0.0141534833568503,"I","s"
"684","2020","426","S2615",0.00606577858150727,"I","s"
"5166","2020","426","S2615",0,"I","s"
"261","2020","426","S2615",989.9838,"I","s"
"271","2020","426","S2615",11.549811,"I","s"
"281","2020","426","S2615",4.949919,"I","s"
"5141","2020","426","S2616",289.126,"I","s"
"5610","2020","426","S2616",289.126,"I","s"
"664","2020","426","S2616",0.26572772678051,"I","s"
"674","2020","426","S2616",0.00283442908565877,"I","s"
"684","2020","426","S2616",0.00106291090712204,"I","s"
"5166","2020","426","S2616",0,"I","s"
"261","2020","426","S2616",216.8445,"I","s"
"271","2020","426","S2616",2.313008,"I","s"
"281","2020","426","S2616",0.867378,"I","s"
"5141","2020","426","S2617",3830.671,"I","s"
"5610","2020","426","S2617",3830.671,"I","s"
"5071","2020","426","S2617",0,"I","s"
"664","2020","426","S2617",2.39165318788273,"I","s"
"674","2020","426","S2617",0.00516409258025836,"I","s"
"684","2020","426","S2617",0.0141632095937042,"I","s"
"5166","2020","426","S2617",0,"I","s"
"261","2020","426","S2617",1951.68508,"I","s"
"271","2020","426","S2617",4.214107,"I","s"
"281","2020","426","S2617",11.557748,"I","s"
"5910","2020","426","S2618",0.02,"I","s"
"5141","2020","426","S2618",199.227,"I","s"
"5610","2020","426","S2618",199.247,"I","s"
"664","2020","426","S2618",0.070090017535258,"I","s"
"674","2020","426","S2618",0.000514078858047886,"I","s"
"684","2020","426","S2618",0.000475294002759405,"I","s"
"5166","2020","426","S2618",0,"I","s"
"261","2020","426","S2618",57.19627,"I","s"
"271","2020","426","S2618",0.419509,"I","s"
"281","2020","426","S2618",0.387859,"I","s"
"5910","2020","426","S2619",0.022,"I","s"
"5141","2020","426","S2619",83.28,"I","s"
"5610","2020","426","S2619",83.302,"I","s"
"664","2020","426","S2619",0.159203926936575,"I","s"
"674","2020","426","S2619",0.00153080698977476,"I","s"
"684","2020","426","S2619",0.000408215197273269,"I","s"
"5166","2020","426","S2619",0,"I","s"
"261","2020","426","S2619",129.9168,"I","s"
"271","2020","426","S2619",1.2492,"I","s"
"281","2020","426","S2619",0.33312,"I","s"
"5910","2020","426","S2620",0.03,"I","s"
"5141","2020","426","S2620",689.440697674419,"I","s"
"5610","2020","426","S2620",689.470697674419,"I","s"
"664","2020","426","S2620",0.514358525652118,"I","s"
"674","2020","426","S2620",0.00496167239854849,"I","s"
"684","2020","426","S2620",0.00324352904329597,"I","s"
"5166","2020","426","S2620",0.000000000000113686837721616,"I","s"
"261","2020","426","S2620",419.73722,"I","s"
"271","2020","426","S2620",4.048924,"I","s"
"281","2020","426","S2620",2.64685,"I","s"
"5910","2020","426","S2625",466.95,"I","s"
"5141","2020","426","S2625",16778.609825,"I","s"
"5610","2020","426","S2625",2758.428,"I","s"
"5016","2020","426","S2625",1281.853125,"I","s"
"5510","2020","426","S2625",15358.64495,"I","s"
"5071","2020","426","S2625",0,"I","s"
"664","2020","426","S2625",9.73305237770019,"I","s"
"674","2020","426","S2625",0.105835489520585,"I","s"
"684","2020","426","S2625",0.114991832862248,"I","s"
"5166","2020","426","S2625",-410.34,"I","s"
"261","2020","426","S2625",7942.56174125,"I","s"
"271","2020","426","S2625",86.366011125,"I","s"
"281","2020","426","S2625",93.837955125,"I","s"
"5910","2020","426","S2630",2.04828,"I","s"
"5141","2020","426","S2630",473.75572,"I","s"
"5610","2020","426","S2630",475.804,"I","s"
"664","2020","426","S2630",0.341925595372573,"I","s"
"674","2020","426","S2630",0.0450028559837843,"I","s"
"684","2020","426","S2630",0,"I","s"
"5166","2020","426","S2630",0,"I","s"
"261","2020","426","S2630",279.02502183,"I","s"
"271","2020","426","S2630",36.72413836,"I","s"
"281","2020","426","S2630",0,"I","s"
"5910","2020","426","S2633",0.517858063829787,"I","s"
"5141","2020","426","S2633",175.917346829787,"I","s"
"5610","2020","426","S2633",176.435204893617,"I","s"
"5071","2020","426","S2633",0,"I","s"
"664","2020","426","S2633",3.81910673635372,"I","s"
"674","2020","426","S2633",0.0422890571346229,"I","s"
"684","2020","426","S2633",0.346450561341697,"I","s"
"5166","2020","426","S2633",0,"I","s"
"261","2020","426","S2633",3116.54451993,"I","s"
"271","2020","426","S2633",34.509569479,"I","s"
"281","2020","426","S2633",282.71757584,"I","s"
"5910","2020","426","S2635",110.408905,"I","s"
"5520","2020","426","S2635",22.839,"I","s"
"5141","2020","426","S2635",1121.821114,"I","s"
"5610","2020","426","S2635",1255.069019,"I","s"
"5071","2020","426","S2635",0,"I","s"
"664","2020","426","S2635",0.549885239381398,"I","s"
"674","2020","426","S2635",0.13747130984535,"I","s"
"684","2020","426","S2635",0,"I","s"
"5166","2020","426","S2635",0,"I","s"
"261","2020","426","S2635",448.7284456,"I","s"
"271","2020","426","S2635",112.1821114,"I","s"
"281","2020","426","S2635",0,"I","s"
"5910","2020","426","S2640",0.006,"I","s"
"5141","2020","426","S2640",358.106,"I","s"
"5610","2020","426","S2640",358.112,"I","s"
"664","2020","426","S2640",1.21118125468265,"I","s"
"674","2020","426","S2640",0.0469552153083493,"I","s"
"684","2020","426","S2640",0.0118485122740694,"I","s"
"5166","2020","426","S2640",0.000000000000056843418860808,"I","s"
"261","2020","426","S2640",988.37256,"I","s"
"271","2020","426","S2640",38.317342,"I","s"
"281","2020","426","S2640",9.668862,"I","s"
"5141","2020","426","S2641",14.206,"I","s"
"5610","2020","426","S2641",14.206,"I","s"
"664","2020","426","S2641",0.0553588922731619,"I","s"
"674","2020","426","S2641",0.00208901480276083,"I","s"
"684","2020","426","S2641",0.00301166300731353,"I","s"
"5166","2020","426","S2641",0,"I","s"
"261","2020","426","S2641",45.17508,"I","s"
"271","2020","426","S2641",1.70472,"I","s"
"281","2020","426","S2641",2.457638,"I","s"
"5141","2020","426","S2642",5.194682,"I","s"
"5610","2020","426","S2642",5.194682,"I","s"
"664","2020","426","S2642",0.0205612706646498,"I","s"
"674","2020","426","S2642",0.000381943108321668,"I","s"
"684","2020","426","S2642",0.00127950941287759,"I","s"
"5166","2020","426","S2642",0,"I","s"
"261","2020","426","S2642",16.77882286,"I","s"
"271","2020","426","S2642",0.31168092,"I","s"
"281","2020","426","S2642",1.044131082,"I","s"
"5910","2020","426","S2645",34.245417,"I","s"
"5141","2020","426","S2645",1468.580758,"I","s"
"5610","2020","426","S2645",1565.220332,"I","s"
"5071","2020","426","S2645",62.394157,"I","s"
"664","2020","426","S2645",6.08540409951448,"I","s"
"674","2020","426","S2645",0.197638786758381,"I","s"
"684","2020","426","S2645",0.25209190113983,"I","s"
"5166","2020","426","S2645",0,"I","s"
"261","2020","426","S2645",4965.9342111,"I","s"
"271","2020","426","S2645",161.281189639,"I","s"
"281","2020","426","S2645",205.717118492,"I","s"
"5910","2020","426","S2655",0.005,"I","s"
"5141","2020","426","S2655",1504.118,"I","s"
"5610","2020","426","S2655",1504.123,"I","s"
"5071","2020","426","S2655",0,"I","s"
"664","2020","426","S2655",1.25408698552766,"I","s"
"674","2020","426","S2655",0.00000103916452716058,"I","s"
"684","2020","426","S2655",0,"I","s"
"5166","2020","426","S2655",0,"I","s"
"261","2020","426","S2655",1023.38536,"I","s"
"271","2020","426","S2655",0.000848,"I","s"
"281","2020","426","S2655",0,"I","s"
"5910","2020","426","S2656",51.459,"I","s"
"5141","2020","426","S2656",50363.275,"I","s"
"5610","2020","426","S2656",14414.734,"I","s"
"5510","2020","426","S2656",36000,"I","s"
"5071","2020","426","S2656",0,"I","s"
"664","2020","426","S2656",30.241164077005,"I","s"
"674","2020","426","S2656",0.308583306908215,"I","s"
"684","2020","426","S2656",0,"I","s"
"5166","2020","426","S2656",-0.00000000000727595761418343,"I","s"
"261","2020","426","S2656",24678.00475,"I","s"
"271","2020","426","S2656",251.816375,"I","s"
"281","2020","426","S2656",0,"I","s"
"5141","2020","426","S2657",7893.854,"I","s"
"5610","2020","426","S2657",5482.724,"I","s"
"5510","2020","426","S2657",2411.13,"I","s"
"5071","2020","426","S2657",0,"I","s"
"664","2020","426","S2657",4.07373398029617,"I","s"
"674","2020","426","S2657",0.02149204731707,"I","s"
"684","2020","426","S2657",0,"I","s"
"5166","2020","426","S2657",0,"I","s"
"261","2020","426","S2657",3324.33058,"I","s"
"271","2020","426","S2657",17.538374,"I","s"
"281","2020","426","S2657",0,"I","s"
"5141","2020","426","S2658",1860.796,"I","s"
"5610","2020","426","S2658",1860.796,"I","s"
"5071","2020","426","S2658",0,"I","s"
"664","2020","426","S2658",6.72681123428394,"I","s"
"674","2020","426","S2658",0,"I","s"
"684","2020","426","S2658",0,"I","s"
"5166","2020","426","S2658",0,"I","s"
"261","2020","426","S2658",5489.3482,"I","s"
"271","2020","426","S2658",0,"I","s"
"281","2020","426","S2658",0,"I","s"
"5910","2020","426","S2659",1.945,"I","s"
"5610","2020","426","S2659",12.367,"I","s"
"5166","2020","426","S2659",10.422,"I","s"
"5910","2020","426","S2680",3.278,"I","s"
"5141","2020","426","S2680",3143.839,"I","s"
"5610","2020","426","S2680",3147.117,"I","s"
"664","2020","426","S2680",14.1773994833569,"I","s"
"674","2020","426","S2680",0.58558823952996,"I","s"
"684","2020","426","S2680",0.111724072015584,"I","s"
"5166","2020","426","S2680",0.000000000000454747350886464,"I","s"
"261","2020","426","S2680",11569.32752,"I","s"
"271","2020","426","S2680",477.863528,"I","s"
"281","2020","426","S2680",91.171331,"I","s"
"5910","2020","426","S2731",0.803,"I","s"
"5141","2020","426","S2731",4151.732424,"I","s"
"5610","2020","426","S2731",2516.666,"I","s"
"5510","2020","426","S2731",1635.869424,"I","s"
"5071","2020","426","S2731",0,"I","s"
"664","2020","426","S2731",7.39401911687136,"I","s"
"674","2020","426","S2731",0.720124123428494,"I","s"
"684","2020","426","S2731",0.478245894454418,"I","s"
"5166","2020","426","S2731",0,"I","s"
"261","2020","426","S2731",6033.8166356,"I","s"
"271","2020","426","S2731",587.650213904,"I","s"
"281","2020","426","S2731",390.267862208,"I","s"
"5141","2020","426","S2732",1102.317518,"I","s"
"5610","2020","426","S2732",141.919,"I","s"
"5510","2020","426","S2732",960.398518,"I","s"
"5071","2020","426","S2732",0,"I","s"
"664","2020","426","S2732",1.97207728125664,"I","s"
"674","2020","426","S2732",0.195631562795397,"I","s"
"684","2020","426","S2732",0.125614649227333,"I","s"
"5166","2020","426","S2732",0.000000000000227373675443232,"I","s"
"261","2020","426","S2732",1609.29428478,"I","s"
"271","2020","426","S2732",159.64321425,"I","s"
"281","2020","426","S2732",102.506600024,"I","s"
"5141","2020","426","S2733",8757.100132,"I","s"
"5610","2020","426","S2733",7837.756,"I","s"
"5510","2020","426","S2733",919.344132,"I","s"
"5071","2020","426","S2733",0,"I","s"
"664","2020","426","S2733",40.5748768826941,"I","s"
"674","2020","426","S2733",1.26905685309506,"I","s"
"684","2020","426","S2733",3.87021178332982,"I","s"
"5166","2020","426","S2733",0,"I","s"
"261","2020","426","S2733",33110.72953052,"I","s"
"271","2020","426","S2733",1035.601373312,"I","s"
"281","2020","426","S2733",3158.24829128,"I","s"
"5141","2020","426","S2734",3774.874,"I","s"
"5610","2020","426","S2734",2595.874,"I","s"
"5510","2020","426","S2734",1179,"I","s"
"5071","2020","426","S2734",0,"I","s"
"664","2020","426","S2734",6.03342104459937,"I","s"
"674","2020","426","S2734",0.613396751616416,"I","s"
"684","2020","426","S2734",0.378467833334516,"I","s"
"5166","2020","426","S2734",0,"I","s"
"261","2020","426","S2734",4923.51395,"I","s"
"271","2020","426","S2734",500.556391,"I","s"
"281","2020","426","S2734",308.844956,"I","s"
"5141","2020","426","S2735",7408.754356,"I","s"
"5610","2020","426","S2735",2001.593,"I","s"
"5510","2020","426","S2735",5535.642156,"I","s"
"5071","2020","426","S2735",128.4808,"I","s"
"664","2020","426","S2735",12.5549666199062,"I","s"
"674","2020","426","S2735",1.69199360743481,"I","s"
"684","2020","426","S2735",0.586307115266436,"I","s"
"5166","2020","426","S2735",-0.000000000000909494701772928,"I","s"
"261","2020","426","S2735",10245.35712624,"I","s"
"271","2020","426","S2735",1380.73475528,"I","s"
"281","2020","426","S2735",478.45015948,"I","s"
"5910","2020","426","S2736",7.621,"I","s"
"5141","2020","426","S2736",15636.458833,"I","s"
"5610","2020","426","S2736",15133.935,"I","s"
"5016","2020","426","S2736",87.72803,"I","s"
"5510","2020","426","S2736",597.872863,"I","s"
"664","2020","426","S2736",24.897710530458,"I","s"
"674","2020","426","S2736",3.41482300254281,"I","s"
"684","2020","426","S2736",0.730632761338719,"I","s"
"5166","2020","426","S2736",0,"I","s"
"261","2020","426","S2736",20317.53199613,"I","s"
"271","2020","426","S2736",2786.632752052,"I","s"
"281","2020","426","S2736",596.225684597,"I","s"
"5910","2020","426","S2737",27.879,"I","s"
"5141","2020","426","S2737",603.740166,"I","s"
"5610","2020","426","S2737",402.418,"I","s"
"5165","2020","426","S2737",2.144,"I","s"
"5016","2020","426","S2737",26.45711,"I","s"
"5510","2020","426","S2737",231.358276,"I","s"
"5071","2020","426","S2737",0,"I","s"
"664","2020","426","S2737",5.90403806709651,"I","s"
"674","2020","426","S2737",0.012662150862432,"I","s"
"684","2020","426","S2737",0.651551434955857,"I","s"
"5166","2020","426","S2737",-26.444,"I","s"
"261","2020","426","S2737",4817.93224272,"I","s"
"271","2020","426","S2737",10.332823774,"I","s"
"281","2020","426","S2737",531.692145374,"I","s"
"5520","2020","426","S2740",10.451077,"I","s"
"5141","2020","426","S2740",80.521923,"I","s"
"5610","2020","426","S2740",90.973,"I","s"
"664","2020","426","S2740",0.809541012872133,"I","s"
"674","2020","426","S2740",0.000495570907693273,"I","s"
"684","2020","426","S2740",0.0917994336767777,"I","s"
"5166","2020","426","S2740",0,"I","s"
"261","2020","426","S2740",660.61798779,"I","s"
"271","2020","426","S2740",0.404405769,"I","s"
"281","2020","426","S2740",74.912025693,"I","s"
"5910","2020","426","S2744",0.08,"I","s"
"5141","2020","426","S2744",1246.247427,"I","s"
"5610","2020","426","S2744",43.583,"I","s"
"5016","2020","426","S2744",84.869556,"I","s"
"5510","2020","426","S2744",1396.306892,"I","s"
"5525","2020","426","S2744",108.692909,"I","s"
"5071","2020","426","S2744",0,"I","s"
"664","2020","426","S2744",1.91884481668701,"I","s"
"674","2020","426","S2744",0.160954058187619,"I","s"
"684","2020","426","S2744",0.131521984437598,"I","s"
"5166","2020","426","S2744",0.000000000000227373675443232,"I","s"
"261","2020","426","S2744",1565.85445521,"I","s"
"271","2020","426","S2744",131.344977408,"I","s"
"281","2020","426","S2744",107.327222868,"I","s"
"5910","2020","426","S2745",0.003,"I","s"
"5141","2020","426","S2745",272.102,"I","s"
"5610","2020","426","S2745",272.105,"I","s"
"5071","2020","426","S2745",0,"I","s"
"664","2020","426","S2745",0.993656914604899,"I","s"
"674","2020","426","S2745",0.0013337676706106,"I","s"
"684","2020","426","S2745",0,"I","s"
"5166","2020","426","S2745",0.000000000000056843418860808,"I","s"
"261","2020","426","S2745",810.86396,"I","s"
"271","2020","426","S2745",1.088408,"I","s"
"281","2020","426","S2745",0,"I","s"
"5910","2020","426","S2805",36.097,"I","s"
"5520","2020","426","S2805",1204.297404,"I","s"
"5141","2020","426","S2805",7446.579196,"I","s"
