"geographicAreaM49","measuredItemFbsSua","measuredElementSuaFbs","timePointYears","Value","flagObservationStatus","flagMethod"
"426","0141","664","2023",0.273498274265792,"I","s"
"426","0142","664","2023",0.30911996610877,"I","s"
"426","0143","664","2023",0.00593750803022655,"I","s"
"426","01441","664","2023",0.0164868522848893,"I","s"
"426","01442","664","2023",0.00180918768859476,"I","s"
"426","01443","664","2023",0.0107340669163579,"I","s"
"426","01444","664","2023",0.0219569819993019,"I","s"
"426","01445","664","2023",0.0133911307042581,"I","s"
"426","01446","664","2023",0,"I","s"
"426","01448","664","2023",0.00010593826897568,"I","s"
"426","01449.01","664","2023",0.00921194402741262,"I","s"
"426","01460","664","2023",0.00724458199725377,"I","s"
"426","01510","664","2023",106.700657925885,"I","s"
"426","01520.01","664","2023",0,"I","s"
"426","01520.02","664","2023",0,"I","s"
"426","01530","664","2023",0.0301256072036549,"I","s"
"426","01540","664","2023",0.000104788032361943,"I","s"
"426","01550","664","2023",0.000767057765763637,"I","s"
"426","01591","664","2023",0,"I","s"
"426","01599.10","664","2023",0.0000808949021964631,"I","s"
"426","01610","664","2023",0.108046033359659,"I","s"
"426","01620","664","2023",0.0000574293356656983,"I","s"
"426","01640","664","2023",0.000098140628598786,"I","s"
"426","01651","664","2023",0.845633600639327,"I","s"
"426","01652","664","2023",0.0344586105411,"I","s"
"426","01653","664","2023",0.000325944229003903,"I","s"
"426","01654","664","2023",0.00686865813598612,"I","s"
"426","01655","664","2023",0.00445534985427302,"I","s"
"426","01656","664","2023",0.00962598156037152,"I","s"
"426","01657","664","2023",0.298640796504601,"I","s"
"426","01658","664","2023",0.0000443387033167076,"I","s"
"426","01699","664","2023",8.04163187156265,"I","s"
"426","01701","664","2023",18.4288723110772,"I","s"
"426","01702","664","2023",0.205460683038862,"I","s"
"426","01703","664","2023",0.227879978610084,"I","s"
"426","01704","664","2023",0.126672103768117,"I","s"
"426","01705","664","2023",6.94944280268158,"I","s"
"426","01706","664","2023",0.0209132970927332,"I","s"
"426","01707","664","2023",0.853914683257996,"I","s"
"426","01708","664","2023",0.0000735462077844767,"I","s"
"426","01709.90","664","2023",0.042334075725309,"I","s"
"426","01802","664","2023",0.00000639229739246513,"I","s"
"426","01809","664","2023",0.00103771980537623,"I","s"
"426","01990.01","664","2023",0,"I","s"
"426","02211","664","2023",119.357262499418,"I","s"
"426","0231","664","2023",1.83063005504836,"I","s"
"426","0232","664","2023",0.0224497873193015,"I","s"
"426","02910","664","2023",0.164161304411274,"I","s"
"426","02920","664","2023",0,"I","s"
"426","21111.01","664","2023",6.4430887969533,"I","s"
"426","21111.02","664","2023",2.8237071441921,"I","s"
"426","21112","664","2023",0,"I","s"
"426","21113.01","664","2023",9.57386296404753,"I","s"
"426","21115","664","2023",1.96135694793218,"I","s"
"426","21116","664","2023",0.351994659490422,"I","s"
"426","21118.01","664","2023",0.0698588225722687,"I","s"
"426","21118.02","664","2023",0.0406725514695445,"I","s"
"426","21121","664","2023",24.9792004107968,"I","s"
"426","21122","664","2023",0.0210873844157044,"I","s"
"426","21123","664","2023",0.0447172084898566,"I","s"
"426","21124","664","2023",0.028392019848871,"I","s"
"426","21151","664","2023",2.19342045603674,"I","s"
"426","21153","664","2023",0.196728185744367,"I","s"
"426","21155","664","2023",0.213340470037666,"I","s"
"426","21156","664","2023",0.049319463593193,"I","s"
"426","21159.01","664","2023",0.00982233120783805,"I","s"
"426","21160.01","664","2023",6.66933207467582,"I","s"
"426","21160.02","664","2023",0.00119807424381223,"I","s"
"426","21160.03","664","2023",0.000354633769042956,"I","s"
"426","21170.01","664","2023",0,"I","s"
"426","21170.02","664","2023",7.02416461255644,"I","s"
"426","21170.92","664","2023",0.010061334574109,"I","s"
"426","21181","664","2023",0.130061005068134,"I","s"
"426","21182","664","2023",0.00556618656144727,"I","s"
"426","21183","664","2023",0.0147437330097,"I","s"
"426","21184.02","664","2023",40.37961718221,"I","s"
"426","21185","664","2023",0.0289147419645819,"I","s"
"426","21189.01","664","2023",0.0092824286742832,"I","s"
"426","21313","664","2023",0.164725932219815,"I","s"
"426","21319.01","664","2023",0.0095773775325853,"I","s"
"426","21321","664","2023",0.000136276085613143,"I","s"
"426","21329","664","2023",0.625237296335675,"I","s"
"426","21330.90","664","2023",0.0119187313100181,"I","s"
"426","21340","664","2023",0.206153624480388,"I","s"
"426","21392","664","2023",0.0368782364479882,"I","s"
"426","21393.01","664","2023",0.00301477580650499,"I","s"
"426","21393.90","664","2023",0.161032230923287,"I","s"
"426","21397.01","664","2023",0.0076034409337071,"I","s"
"426","21399.01","664","2023",0.00634662075265613,"I","s"
"426","21399.02","664","2023",0.00369922087719516,"I","s"
"426","21399.03","664","2023",0.00173748642980608,"I","s"
"426","21411","664","2023",0.0553710135347779,"I","s"
"426","21412","664","2023",0.00433643517773552,"I","s"
"426","21419.01","664","2023",0.00279327691179604,"I","s"
"426","21419.02","664","2023",0.0228923920720957,"I","s"
"426","21419.99","664","2023",0,"I","s"
"426","21421","664","2023",0.069066574050992,"I","s"
"426","21422","664","2023",0.00654332527094636,"I","s"
"426","21423","664","2023",0.000382037287559912,"I","s"
"426","21424","664","2023",0.0107747214109948,"I","s"
"426","21429.01","664","2023",0.000411396032899773,"I","s"
"426","21429.02","664","2023",0.177191399400972,"I","s"
"426","21429.07","664","2023",0.0327349915717587,"I","s"
"426","21431.01","664","2023",0.014137969698915,"I","s"
"426","21431.02","664","2023",1.95534013029093,"I","s"
"426","21432","664","2023",0.000441381076647262,"I","s"
"426","21432.01","664","2023",0.0126179681172863,"I","s"
"426","21433","664","2023",0.00870768325439255,"I","s"
"426","21433.01","664","2023",0.00635218774425519,"I","s"
"426","21434","664","2023",0.076261185068477,"I","s"
"426","21435.01","664","2023",0.0632097193642649,"I","s"
"426","21435.02","664","2023",0.0647006018628134,"I","s"
"426","21439.03","664","2023",0.0672751572122789,"I","s"
"426","21439.04","664","2023",0.00303329214587661,"I","s"
"426","21439.05","664","2023",0,"I","s"
"426","21439.9","664","2023",2.3180349706825,"I","s"
"426","21491","664","2023",0.0232358726565132,"I","s"
"426","21495.01","664","2023",3.76221197503416,"I","s"
"426","21511.01","664","2023",0.532517984720595,"I","s"
"426","21511.03","664","2023",0.013419664214921,"I","s"
"426","21512","664","2023",2.67573139085373,"I","s"
"426","21514","664","2023",0.722581669193827,"I","s"
"426","21515","664","2023",0.0470813910457439,"I","s"
"426","21522","664","2023",0.000491248368708368,"I","s"
"426","2161","664","2023",21.9123066925935,"I","s"
"426","2162","664","2023",0.471501715659385,"I","s"
"426","21631.01","664","2023",49.8945864889654,"I","s"
"426","21641.01","664","2023",0.312115694810523,"I","s"
"426","2165","664","2023",8.0150890979416,"I","s"
"426","2166","664","2023",0.144918043092934,"I","s"
"426","2167","664","2023",0.402642242988421,"I","s"
"426","21673","664","2023",0.00886601348310004,"I","s"
"426","2168","664","2023",10.2081064443688,"I","s"
"426","21691.02","664","2023",0.0591158373277834,"I","s"
"426","21691.04","664","2023",0.0292150845275278,"I","s"
"426","21691.07","664","2023",0.0042016041773203,"I","s"
"426","21691.12","664","2023",0.492896787065463,"I","s"
"426","21691.14","664","2023",0.000817269640476267,"I","s"
"426","21691.90","664","2023",11.5279927226116,"I","s"
"426","21700.01","664","2023",0.00501707220239234,"I","s"
"426","21700.02","664","2023",1.62663952928151,"I","s"
"426","22110.02","664","2023",3.60827998171313,"I","s"
"426","22130.02","664","2023",0,"I","s"
"426","22130.03","664","2023",0,"I","s"
"426","22211","664","2023",1.40324136383803,"I","s"
"426","22212","664","2023",0.289852402172046,"I","s"
"426","22221.01","664","2023",0.00975804871681839,"I","s"
"426","22222.01","664","2023",0.36482574787663,"I","s"
"426","22230.01","664","2023",0.0663006321489166,"I","s"
"426","22230.02","664","2023",0,"I","s"
"426","22241.01","664","2023",0.614977800660927,"I","s"
"426","22241.02","664","2023",0.957846511209698,"I","s"
"426","22251.01","664","2023",2.65594801820409,"I","s"
"426","22251.04","664","2023",0.0193722883910256,"I","s"
"426","22260","664","2023",0.088496261790269,"I","s"
"426","22270","664","2023",1.03115453157004,"I","s"
"426","22290","664","2023",0.60648605275879,"I","s"
"426","0111","664","2023",203.092755772613,"I","s"
"426","0112","664","2023",818.098576179198,"I","s"
"426","0114","664","2023",11.326425894438,"I","s"
"426","23120.90","664","2023",7.05675250479064,"I","s"
"426","23140.03","664","2023",47.5837016593399,"I","s"
"426","0115","664","2023",0.665899810650221,"I","s"
"426","0117","664","2023",1.60441409072802,"I","s"
"426","23140.08","664","2023",3.2816878305905,"I","s"
"426","23161.02","664","2023",22.6141012816976,"I","s"
"426","23161.03","664","2023",18.0957657533962,"I","s"
"426","23162","664","2023",0.500133566669394,"I","s"
"426","23170.02","664","2023",0.0000106290567756337,"I","s"
"426","23170.03","664","2023",0.0145326500596287,"I","s"
"426","23170.04","664","2023",0,"I","s"
"426","23180","664","2023",3.28288884360091,"I","s"
"426","23210.01","664","2023",0.000688051146154532,"I","s"
"426","23210.03","664","2023",0.0000189321332425446,"I","s"
"426","23210.04","664","2023",0.247344818331266,"I","s"
"426","23210.05","664","2023",10.9071476417186,"I","s"
"426","23210.06","664","2023",4.06949529237895,"I","s"
"426","23220.02","664","2023",0.00465086115793994,"I","s"
"426","23230.01","664","2023",0,"I","s"
"426","23490.01","664","2023",0.0491230038456903,"I","s"
"426","2351f","664","2023",69.2567820940479,"I","s"
"426","23520","664","2023",3.08662478021477,"I","s"
"426","23530","664","2023",0.007273751004045,"I","s"
"426","23540","664","2023",0.118273705774016,"I","s"
"426","23620","664","2023",0,"I","s"
"426","23670.01","664","2023",10.3259448334933,"I","s"
"426","23670.02","664","2023",0.0201290463926397,"I","s"
"426","23710","664","2023",4.98162627199974,"I","s"
"426","23911","664","2023",0.0381184146808519,"I","s"
"426","23912.01","664","2023",0.00628527005883033,"I","s"
"426","23912.02","664","2023",0.0276792731780903,"I","s"
"426","23991.01","664","2023",1.17227454229249,"I","s"
"426","23991.02","664","2023",0.188836882784342,"I","s"
"426","23991.03","664","2023",0.0188582213779494,"I","s"
"426","23991.04","664","2023",0.00228487147512761,"I","s"
"426","23993.02","664","2023",0,"I","s"
"426","23993.03","664","2023",0.000633647102039988,"I","s"
"426","23995.01","664","2023",0.0873590072378476,"I","s"
"426","23995.03","664","2023",0.514999837736086,"I","s"
"426","23999.01","664","2023",0.0531607754000985,"I","s"
"426","23999.02","664","2023",6.09909835182059,"I","s"
"426","2413","664","2023",5.94926878475636,"I","s"
"426","24212.02","664","2023",2.85371467873736,"I","s"
"426","24220","664","2023",0.00955084803459405,"I","s"
"426","24230.03","664","2023",5.53146887944073,"I","s"
"426","24310.01","664","2023",28.0631778284011,"I","s"
"426","24310.04","664","2023",0.650914281888901,"I","s"
"426","24490","664","2023",17.5107632266306,"I","s"
"426","34550","664","2023",0,"I","s"
"426","F0020","664","2023",0.116493382714031,"I","s"
"426","F0235","664","2023",1.61579672328354,"I","s"
"426","F0262","664","2023",0.0273501233774675,"I","s"
"426","F0473","664","2023",0.667741293906908,"I","s"
"426","F0475","664","2023",0.0282573581054819,"I","s"
"426","F0623","664","2023",0.0867535720107099,"I","s"
"426","F0665","664","2023",2.4604128107751,"I","s"
"426","F0875","664","2023",0.660799923284371,"I","s"
"426","F1042","664","2023",2.00457537299839,"I","s"
"426","F1061","664","2023",0.0554997415630114,"I","s"
"426","F1172","664","2023",1.02577242641373,"I","s"
"426","F1232","664","2023",4.04011265339926,"I","s"
"426","F1243","664","2023",6.42547432977773,"I","s"
"426","F1275","664","2023",15.0931471196294,"I","s"
"426","0116","664","2014",0.0456673162503051,"I","s"
"426","0118","664","2014",0.00331537763429604,"I","s"
"426","01192","664","2014",0.000037136451030543,"I","s"
"426","01195","664","2014",0.0107829948819959,"I","s"
"426","01211","664","2014",0.000507670585248997,"I","s"
"426","01212","664","2014",1.8376445654851,"I","s"
"426","01213","664","2014",0.0826516004514744,"I","s"
"426","01214","664","2014",0.0257230845437284,"I","s"
"426","01215","664","2014",0.0100147453516824,"I","s"
"426","01216","664","2014",0.000129341146407875,"I","s"
"426","01221","664","2014",0.0923242766673768,"I","s"
"426","01229","664","2014",0.0146818006608345,"I","s"
"426","01231","664","2014",0.0866490189760519,"I","s"
"426","01232","664","2014",0.0208225679384622,"I","s"
"426","01233","664","2014",0.00205122940702412,"I","s"
"426","01234","664","2014",0.678179932079698,"I","s"
"426","01235","664","2014",0.0902000920047566,"I","s"
"426","01241.90","664","2014",0.910833655912392,"I","s"
"426","01242","664","2014",0.0831219306955761,"I","s"
"426","01243","664","2014",0.079410524695871,"I","s"
"426","01251","664","2014",0.483457237739241,"I","s"
"426","01252","664","2014",0.207583583571243,"I","s"
"426","01253.01","664","2014",0.115063569757556,"I","s"
"426","01253.02","664","2014",0.000408307081328323,"I","s"
"426","01254","664","2014",0.0270134252751316,"I","s"
"426","01270","664","2014",0.399471632197086,"I","s"
"426","01290.90","664","2014",9.52535250806609,"I","s"
"426","01311","664","2014",0.046549391257936,"I","s"
"426","01312","664","2014",0.278976208453462,"I","s"
"426","01313","664","2014",0.988887810826482,"I","s"
"426","01314","664","2014",0.371686150915948,"I","s"
"426","01317","664","2014",0.0109796671832344,"I","s"
"426","01318","664","2014",0,"I","s"
"426","01319","664","2014",0.040521408933128,"I","s"
"426","01321","664","2014",0.00223973556663609,"I","s"
"426","01322","664","2014",0.00526340755822638,"I","s"
"426","01323","664","2014",1.62428856030838,"I","s"
"426","01324","664","2014",0.0485281659148186,"I","s"
"426","01329","664","2014",0.0383271271644811,"I","s"
"426","01330","664","2014",0.100483648299111,"I","s"
"426","01341","664","2014",2.03156807759615,"I","s"
"426","01342.01","664","2014",0.347076692852519,"I","s"
"426","01342.02","664","2014",0.00245385970280236,"I","s"
"426","01343","664","2014",0.05136786263828,"I","s"
"426","01344.01","664","2014",0.000749177638256614,"I","s"
"426","01344.02","664","2014",0.0643816630159074,"I","s"
"426","01345","664","2014",0.0503858709364892,"I","s"
"426","01346","664","2014",0.0174362402314753,"I","s"
"426","01349.20","664","2014",0.621206296250614,"I","s"
"426","01352","664","2014",0.0094879501895918,"I","s"
"426","01356","664","2014",0.00826470168752065,"I","s"
"426","01359.01","664","2014",0.00169025960473754,"I","s"
"426","01359.90","664","2014",8.29815988339856,"I","s"
"426","01371","664","2014",0.0126418721401258,"I","s"
"426","01372","664","2014",0.0223245452939227,"I","s"
"426","01373","664","2014",0.00078247442217913,"I","s"
"426","01374","664","2014",0.0000459938170322098,"I","s"
"426","01375","664","2014",0.00143504133651499,"I","s"
"426","01376","664","2014",0.0040995743220866,"I","s"
"426","01377","664","2014",0.000983295650211806,"I","s"
"426","01379.01","664","2014",0.0000968082918633283,"I","s"
"426","01379.90","664","2014",0.190200686684264,"I","s"
"426","0141","664","2014",0.295457525503535,"I","s"
"426","0142","664","2014",0.0036752378950171,"I","s"
"426","0143","664","2014",0.0188842156826311,"I","s"
"426","01441","664","2014",0.00205095462952958,"I","s"
"426","01442","664","2014",0.000609760395065288,"I","s"
"426","01443","664","2014",0.0000642263614418448,"I","s"
"426","01444","664","2014",0.00229700376953707,"I","s"
"426","01445","664","2014",0.0019588846228043,"I","s"
"426","01448","664","2014",0.000149039855690579,"I","s"
"426","01449.01","664","2014",0.00218641856453231,"I","s"
"426","01460","664","2014",0.00518832352122025,"I","s"
"426","01491.02","664","2014",0.00000557170574702161,"I","s"
"426","01510","664","2014",110.805188707923,"I","s"
"426","01520.02","664","2014",0.0846280306354384,"I","s"
"426","01530","664","2014",0.0220524755338939,"I","s"
"426","01540","664","2014",0.00118893411153239,"I","s"
"426","01550","664","2014",0.000018761288908759,"I","s"
"426","01591","664","2014",0.000103470915104482,"I","s"
"426","01599.10","664","2014",0.00640520538317061,"I","s"
"426","01610","664","2014",0.0150859873836932,"I","s"
"426","01620","664","2014",0.155894804738235,"I","s"
"426","01640","664","2014",0.00178309019535696,"I","s"
"426","01651","664","2014",0.153818339319346,"I","s"
"426","01652","664","2014",0.00916430755725633,"I","s"
"426","01654","664","2014",0.0149363340268561,"I","s"
"426","01655","664","2014",0.0019594788544908,"I","s"
"426","01656","664","2014",0.000238240596356991,"I","s"
"426","01657","664","2014",0.714962176572305,"I","s"
"426","01658","664","2014",0.000400325336448163,"I","s"
"426","01691","664","2014",0.0000189665224875092,"I","s"
"426","01699","664","2014",7.16465225993327,"I","s"
"426","01701","664","2014",7.19457046182633,"I","s"
"426","01702","664","2014",0.0123563896505298,"I","s"
"426","01703","664","2014",0.15685612353639,"I","s"
"426","01704","664","2014",0.0751122102474317,"I","s"
"426","01705","664","2014",6.97723849613732,"I","s"
"426","01706","664","2014",0.00780768538901493,"I","s"
"426","01707","664","2014",0.000449662253321524,"I","s"
"426","01708","664","2014",0.777918637135238,"I","s"
"426","01801","664","2014",0.000157322694115229,"I","s"
"426","01802","664","2014",0.0144833383940362,"I","s"
"426","01990.01","664","2014",0,"I","s"
"426","02211","664","2014",139.502987324772,"I","s"
"426","0231","664","2014",2.69156458463444,"I","s"
"426","0232","664","2014",0.05100831532518,"I","s"
"426","02910","664","2014",0.0935399246516698,"I","s"
"426","02920","664","2014",0.00000221276095687607,"I","s"
"426","21111.01","664","2014",12.3534806338009,"I","s"
"426","21111.02","664","2014",2.95524894459699,"I","s"
"426","21113.01","664","2014",10.673917792124,"I","s"
"426","21115","664","2014",1.93857739108726,"I","s"
"426","21116","664","2014",0.689967105398553,"I","s"
"426","21118.01","664","2014",0.000111955167460992,"I","s"
"426","21121","664","2014",33.6475952817008,"I","s"
"426","21122","664","2014",1.14419585194646,"I","s"
"426","21123","664","2014",0.499003503518425,"I","s"
"426","21124","664","2014",0.220472310270022,"I","s"
"426","21151","664","2014",3.94266669483985,"I","s"
"426","21153","664","2014",0.5286108514311,"I","s"
"426","21155","664","2014",1.58102025108949,"I","s"
"426","21156","664","2014",0.54145864791336,"I","s"
"426","21160.01","664","2014",3.91772290934048,"I","s"
"426","21160.02","664","2014",0.0308381430755034,"I","s"
"426","21160.03","664","2014",0.0244689214002744,"I","s"
"426","21170.02","664","2014",6.91979572217593,"I","s"
"426","21170.92","664","2014",0.498659511388004,"I","s"
"426","21181","664","2014",1.41294589100728,"I","s"
"426","21182","664","2014",0.538504513541725,"I","s"
"426","21183","664","2014",0.0787900955001945,"I","s"
"426","21184.02","664","2014",35.8971162963345,"I","s"
"426","21185","664","2014",0.00163006723823204,"I","s"
"426","21189.01","664","2014",2.96246234774846,"I","s"
"426","21189.02","664","2014",0.00608509263140921,"I","s"
"426","21313","664","2014",0.176780897355834,"I","s"
"426","21319.01","664","2014",0.0120712432371752,"I","s"
"426","21321","664","2014",0.000209803983821899,"I","s"
"426","21329","664","2014",0.234430999089824,"I","s"
"426","21330.90","664","2014",0.023543513157238,"I","s"
"426","21340","664","2014",0.115218120573437,"I","s"
"426","21392","664","2014",1.851799715867,"I","s"
"426","21393.01","664","2014",0.0215997342632145,"I","s"
"426","21393.90","664","2014",0.462017076073872,"I","s"
"426","21397.01","664","2014",0.00274730078231571,"I","s"
"426","21399.01","664","2014",0.00832219395881092,"I","s"
"426","21399.02","664","2014",0.0087298161379383,"I","s"
"426","21399.03","664","2014",0.00215108024520315,"I","s"
"426","21411","664","2014",0.0745363252601079,"I","s"
"426","21412","664","2014",0.00888455135056557,"I","s"
"426","21419.01","664","2014",0.00104386998140629,"I","s"
"426","21419.02","664","2014",0.0162516887037572,"I","s"
"426","21419.99","664","2014",0,"I","s"
"426","21421","664","2014",0.00261382388030986,"I","s"
"426","21422","664","2014",0.0145847289450477,"I","s"
"426","21423","664","2014",0.0139263798755924,"I","s"
"426","21424","664","2014",0.00651694981149285,"I","s"
"426","21429.02","664","2014",0.0180533634569127,"I","s"
"426","21429.07","664","2014",0.0424391746093425,"I","s"
"426","21431.01","664","2014",0.231336413378045,"I","s"
"426","21431.02","664","2014",3.72065023008071,"I","s"
"426","21432","664","2014",0.000787979982178976,"I","s"
"426","21432.01","664","2014",0.32686293711471,"I","s"
"426","21433","664","2014",0.000295034794250143,"I","s"
"426","21433.01","664","2014",0.445396695585279,"I","s"
"426","21434","664","2014",0.0798525895529879,"I","s"
"426","21435.01","664","2014",0.0000489046513861956,"I","s"
"426","21435.02","664","2014",0.201482843558782,"I","s"
"426","21439.03","664","2014",0.0124138523919982,"I","s"
"426","21439.04","664","2014",0.000211094761046743,"I","s"
"426","21439.9","664","2014",3.03045814990385,"I","s"
"426","21491","664","2014",0.00432618475222382,"I","s"
"426","21495.01","664","2014",1.86363627473079,"I","s"
"426","21511.01","664","2014",2.50223752783708,"I","s"
"426","21511.03","664","2014",0.856163932448175,"I","s"
"426","21512","664","2014",5.3247256007888,"I","s"
"426","21514","664","2014",6.50367097759259,"I","s"
"426","21515","664","2014",0.519098811545188,"I","s"
"426","21521","664","2014",0.00646294790718814,"I","s"
"426","21522","664","2014",1.20011103054949,"I","s"
"426","2161","664","2014",37.9883909735501,"I","s"
"426","2162","664","2014",0.414956902166798,"I","s"
"426","21631.01","664","2014",62.1126451173912,"I","s"
"426","21641.01","664","2014",0.0143096616841941,"I","s"
"426","2165","664","2014",1.52356563088841,"I","s"
"426","2167","664","2014",0.388549812907439,"I","s"
"426","21673","664","2014",0.00121090709125809,"I","s"
"426","2168","664","2014",20.2863264998468,"I","s"
"426","21691.02","664","2014",0.0488787304721294,"I","s"
"426","21691.04","664","2014",0.0318794578448524,"I","s"
"426","21691.07","664","2014",3.55443147298946,"I","s"
"426","21691.12","664","2014",0.128775311820331,"I","s"
"426","21691.14","664","2014",0.000128076711575375,"I","s"
"426","21691.90","664","2014",8.5693938767649,"I","s"
"426","21700.01","664","2014",0.554755043180219,"I","s"
"426","21700.02","664","2014",7.37430722553975,"I","s"
"426","22110.02","664","2014",3.87233167453313,"I","s"
"426","22130.02","664","2014",0.0359405338142242,"I","s"
"426","22211","664","2014",1.81724024097836,"I","s"
"426","22212","664","2014",3.02796485070051,"I","s"
"426","22221.01","664","2014",0.00151800396159287,"I","s"
"426","22222.01","664","2014",1.78692783410078,"I","s"
"426","22230.02","664","2014",2.1507748841911,"I","s"
"426","22241.01","664","2014",0.357275861293,"I","s"
"426","22241.02","664","2014",0.496076938172634,"I","s"
"426","22251.01","664","2014",1.98670529752161,"I","s"
"426","22251.04","664","2014",0.0755305537275582,"I","s"
"426","22260","664","2014",0.435732830899616,"I","s"
"426","22270","664","2014",0.56457044247784,"I","s"
"426","22290","664","2014",0.23359033743136,"I","s"
"426","0111","664","2014",179.023391695365,"I","s"
"426","0112","664","2014",1111.52878060323,"I","s"
"426","0114","664","2014",21.9549387431704,"I","s"
"426","23120.90","664","2014",9.85868021703524,"I","s"
"426","23140.03","664","2014",40.8326966721531,"I","s"
"426","0115","664","2014",1.20497636504581,"I","s"
"426","0117","664","2014",0.977879443606789,"I","s"
"426","23140.08","664","2014",1.6699778620247,"I","s"
"426","23161.02","664","2014",16.5318279288326,"I","s"
"426","23161.03","664","2014",11.0635426891672,"I","s"
"426","23162","664","2014",0.182070673648797,"I","s"
"426","23170.02","664","2014",0.000100786915090968,"I","s"
"426","23170.03","664","2014",0.151520123641706,"I","s"
"426","23170.04","664","2014",0.0318049352169119,"I","s"
"426","23180","664","2014",0.624238674402874,"I","s"
"426","23210.01","664","2014",0.000528494246396741,"I","s"
"426","23210.03","664","2014",0.00258266083016719,"I","s"
"426","23210.04","664","2014",2.12382938448689,"I","s"
"426","23210.05","664","2014",7.12963676732036,"I","s"
"426","23220.02","664","2014",0.100528847893014,"I","s"
"426","23230.01","664","2014",0.00130165663288235,"I","s"
"426","23490.01","664","2014",0.0811872400322808,"I","s"
"426","2351f","664","2014",80.1780583716725,"I","s"
"426","23520","664","2014",26.1498331331279,"I","s"
"426","23530","664","2014",0.161098955084884,"I","s"
"426","23540","664","2014",0.0994789508249242,"I","s"
"426","23620","664","2014",0.0939468758373794,"I","s"
"426","23670.01","664","2014",5.51590701259312,"I","s"
"426","23670.02","664","2014",0.0610060303202121,"I","s"
"426","23710","664","2014",2.61508215102256,"I","s"
"426","23911","664","2014",0.125328936629997,"I","s"
"426","23912.02","664","2014",0.0709495163131752,"I","s"
"426","23991.01","664","2014",0.382699747100521,"I","s"
"426","23991.02","664","2014",0.152024000922458,"I","s"
"426","23991.03","664","2014",0.0467185094167829,"I","s"
"426","23991.04","664","2014",0.0923543201658449,"I","s"
"426","23993.02","664","2014",0.149348562186456,"I","s"
"426","23993.03","664","2014",0.0173372982058322,"I","s"
"426","23995.01","664","2014",0.0988447695306399,"I","s"
"426","23995.03","664","2014",6.38189523726715,"I","s"
"426","23999.02","664","2014",5.22359515478319,"I","s"
"426","2413","664","2014",4.64612502717135,"I","s"
"426","24212.02","664","2014",1.27953023506364,"I","s"
"426","24220","664","2014",0.187661398603091,"I","s"
"426","24230.03","664","2014",2.29200934414707,"I","s"
"426","24310.01","664","2014",25.7132817031663,"I","s"
"426","24310.04","664","2014",1.91511128504993,"I","s"
"426","24490","664","2014",7.56204355507786,"I","s"
"426","34550","664","2014",1.12650132455805,"I","s"
"426","F0020","664","2014",0.192973302505622,"I","s"
"426","F0235","664","2014",0.0434175310609898,"I","s"
"426","F0262","664","2014",0.0121327658944941,"I","s"
"426","F0473","664","2014",0.466257960498094,"I","s"
"426","F0475","664","2014",0.0789943807528204,"I","s"
"426","F0623","664","2014",0.0347869730574028,"I","s"
"426","F0665","664","2014",1.79029433861751,"I","s"
"426","F0875","664","2014",1.17439005524112,"I","s"
"426","F1042","664","2014",0.686484904554631,"I","s"
"426","F1061","664","2014",0.848046761328976,"I","s"
"426","F1172","664","2014",0.0789207537662196,"I","s"
"426","F1232","664","2014",3.19859453126535,"I","s"
"426","F1243","664","2014",1.01554348007119,"I","s"
"426","F1275","664","2014",0.209371441739614,"I","s"
"426","0118","664","2015",0.138500157184185,"I","s"
"426","01193","664","2015",0.00131999762986224,"I","s"
"426","01195","664","2015",0.0057377979814509,"I","s"
"426","01211","664","2015",0.000435583596580814,"I","s"
"426","01212","664","2015",1.04956396159654,"I","s"
"426","01213","664","2015",0.290623456158061,"I","s"
"426","01214","664","2015",0.0374968808661036,"I","s"
"426","01215","664","2015",0.0123237142791059,"I","s"
"426","01221","664","2015",0.0727330146140042,"I","s"
"426","01229","664","2015",0.027305828399091,"I","s"
"426","01231","664","2015",0.131101675782228,"I","s"
"426","01232","664","2015",0.026374774657838,"I","s"
"426","01233","664","2015",0.000465323377500717,"I","s"
"426","01234","664","2015",0.491687401168391,"I","s"
"426","01235","664","2015",0.165976619633105,"I","s"
"426","01241.90","664","2015",0.734693740160855,"I","s"
"426","01242","664","2015",0.203558449311175,"I","s"
"426","01243","664","2015",0.0381309528838009,"I","s"
"426","01251","664","2015",0.665209802665594,"I","s"
"426","01252","664","2015",0.180125996572582,"I","s"
"426","01253.01","664","2015",0.0106224661338027,"I","s"
"426","01253.02","664","2015",0.000807099142519321,"I","s"
"426","01254","664","2015",0.0226669982585762,"I","s"
"426","01270","664","2015",0.142677680580224,"I","s"
"426","01290.90","664","2015",9.34869247035308,"I","s"
"426","01311","664","2015",0.0520227887436968,"I","s"
"426","01312","664","2015",0.31362800251824,"I","s"
"426","01313","664","2015",1.43225031324641,"I","s"
"426","01314","664","2015",1.00704576027908,"I","s"
"426","01317","664","2015",0.00310516242448794,"I","s"
"426","01318","664","2015",0,"I","s"
"426","01319","664","2015",0.0158296878265161,"I","s"
"426","01321","664","2015",0.00412988569695968,"I","s"
"426","01322","664","2015",0.00516268256440222,"I","s"
"426","01323","664","2015",1.35555070880081,"I","s"
"426","01324","664","2015",0.0126750765073848,"I","s"
"426","01329","664","2015",0.0195926232817661,"I","s"
"426","01330","664","2015",0.236508107234407,"I","s"
"426","01341","664","2015",2.40173771829994,"I","s"
